FREQ,REF_AREA,VALUE,UNIT_MEASURE,UNIT_MULT,BREAKS,COVERAGE,TITLE_TS,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_CONF,OBS_PRE_BREAK
Q,SK,N,771,0,,,,2015-Q3,5.7318,A,F,
Q,SK,N,771,0,,,,2015-Q4,4.8193,A,F,
Q,SK,N,771,0,,,,2016-Q1,5.0395,A,F,
Q,SK,N,771,0,,,,2016-Q2,5.9109,A,F,
Q,SK,N,771,0,,,,2016-Q3,7.454,A,F,
Q,SK,N,771,0,,,,2016-Q4,8.2376,A,F,
Q,SK,N,771,0,,,,2017-Q1,3.5748,A,F,
Q,SK,N,771,0,,,,2017-Q2,6.4959,A,F,
Q,SK,N,771,0,,,,2017-Q3,7.2972,A,F,
Q,SK,N,771,0,,,,2017-Q4,5.9292,A,F,
Q,SK,N,771,0,,,,2018-Q1,11.8982,A,F,
Q,SK,N,771,0,,,,2018-Q2,7.1306,A,F,
Q,SK,N,771,0,,,,2018-Q3,4.3661,A,F,
Q,SK,N,771,0,,,,2018-Q4,6.7669,A,F,
Q,SK,N,771,0,,,,2019-Q1,5.6819,A,F,
Q,SK,N,771,0,,,,2019-Q2,8.2599,A,F,
Q,SK,N,771,0,,,,2019-Q3,11.5849,A,F,
Q,SK,N,771,0,,,,2019-Q4,10.9546,A,F,
Q,SK,N,771,0,,,,2020-Q1,13.1336,A,F,
Q,SK,N,771,0,,,,2020-Q2,9.7037,A,F,
Q,SK,N,771,0,,,,2020-Q3,8.3634,A,F,
Q,SK,N,771,0,,,,2020-Q4,7.1227,A,F,
Q,SK,N,771,0,,,,2021-Q1,1.9688,A,F,
Q,SK,N,771,0,,,,2021-Q2,4.7265,A,F,
Q,SK,N,771,0,,,,2021-Q3,8.0506,A,F,
Q,SK,N,771,0,,,,2021-Q4,10.7308,A,F,
Q,SK,N,771,0,,,,2022-Q1,14.181,A,F,
Q,SK,N,771,0,,,,2022-Q2,16.6345,A,F,
Q,SK,N,771,0,,,,2022-Q3,14.5936,A,F,
Q,SK,N,771,0,,,,2022-Q4,9.6908,A,F,
Q,SK,N,771,0,,,,2023-Q1,7.4053,A,F,
Q,SK,N,771,0,,,,2023-Q2,-2.1559,A,F,
Q,SK,N,771,0,,,,2023-Q3,-4.0838,A,F,
Q,SK,N,771,0,,,,2023-Q4,-1.4092,A,F,
Q,SK,N,771,0,,,,2024-Q1,-2.9316,A,F,
Q,SK,N,771,0,,,,2024-Q2,4.0113,A,F,
Q,SK,N,771,0,,,,2024-Q3,6.1624,A,F,
Q,SK,N,771,0,,,,2024-Q4,7.9714,A,F,
Q,SK,N,771,0,,,,2025-Q1,13.1991,A,F,
Q,SK,N,771,0,,,,2025-Q2,11.2982,A,F,
Q,SK,N,771,0,,,,2025-Q3,13.4037,A,F,
Q,SK,N,771,0,,,,2025-Q4,12.7291,A,F,
Q,SK,N,771,0,,,,2026-Q1,13.3893,A,F,
Q,4T,N,771,0,,,,2008-Q4,6.2266,A,F,
Q,4T,N,771,0,,,,2009-Q1,3.6389,A,F,
Q,4T,N,771,0,,,,2009-Q2,2.3462,A,F,
Q,4T,N,771,0,,,,2009-Q3,2.674,A,F,
Q,4T,N,771,0,,,,2009-Q4,5.0008,A,F,
Q,4T,N,771,0,,,,2010-Q1,9.0708,A,F,
Q,4T,N,771,0,,,,2010-Q2,10.6127,A,F,
Q,4T,N,771,0,,,,2010-Q3,10.3973,A,F,
Q,4T,N,771,0,,,,2010-Q4,9.4437,A,F,
Q,4T,N,771,0,,,,2011-Q1,6.0632,A,F,
Q,4T,N,771,0,,,,2011-Q2,6.0353,A,F,
Q,4T,N,771,0,,,,2011-Q3,5.2942,A,F,
Q,4T,N,771,0,,,,2011-Q4,5.5024,A,F,
Q,4T,N,771,0,,,,2012-Q1,7.5426,A,F,
Q,4T,N,771,0,,,,2012-Q2,6.4919,A,F,
Q,4T,N,771,0,,,,2012-Q3,6.6718,A,F,
Q,4T,N,771,0,,,,2012-Q4,7.3878,A,F,
Q,4T,N,771,0,,,,2013-Q1,6.8895,A,F,
Q,4T,N,771,0,,,,2013-Q2,7.4425,A,F,
Q,4T,N,771,0,,,,2013-Q3,8.5141,A,F,
Q,4T,N,771,0,,,,2013-Q4,7.9992,A,F,
Q,4T,N,771,0,,,,2014-Q1,7.8868,A,F,
Q,4T,N,771,0,,,,2014-Q2,7.2482,A,F,
Q,4T,N,771,0,,,,2014-Q3,5.0024,A,F,
Q,4T,N,771,0,,,,2014-Q4,3.8242,A,F,
Q,4T,N,771,0,,,,2015-Q1,3.1486,A,F,
Q,4T,N,771,0,,,,2015-Q2,2.4309,A,F,
Q,4T,N,771,0,,,,2015-Q3,3.104,A,F,
Q,4T,N,771,0,,,,2015-Q4,3.3105,A,F,
Q,4T,N,771,0,,,,2016-Q1,3.4404,A,F,
Q,4T,N,771,0,,,,2016-Q2,4.7704,A,F,
Q,4T,N,771,0,,,,2016-Q3,5.4876,A,F,
Q,4T,N,771,0,,,,2016-Q4,6.4782,A,F,
Q,4T,N,771,0,,,,2017-Q1,6.2613,A,F,
Q,4T,N,771,0,,,,2017-Q2,6.0932,A,F,
Q,4T,N,771,0,,,,2017-Q3,5.4347,A,F,
Q,4T,N,771,0,,,,2017-Q4,4.7734,A,F,
Q,4T,N,771,0,,,,2018-Q1,4.7153,A,F,
Q,4T,N,771,0,,,,2018-Q2,4.3942,A,F,
Q,4T,N,771,0,,,,2018-Q3,5.4375,A,F,
Q,4T,N,771,0,,,,2018-Q4,5.9995,A,F,
Q,4T,N,771,0,,,,2019-Q1,6.0095,A,F,
Q,4T,N,771,0,,,,2019-Q2,5.8116,A,F,
Q,4T,N,771,0,,,,2019-Q3,5.0918,A,F,
Q,4T,N,771,0,,,,2019-Q4,4.6428,A,F,
Q,4T,N,771,0,,,,2020-Q1,4.8969,A,F,
Q,4T,N,771,0,,,,2020-Q2,4.3644,A,F,
Q,4T,N,771,0,,,,2020-Q3,4.3233,A,F,
Q,4T,N,771,0,,,,2020-Q4,4.648,A,F,
Q,4T,N,771,0,,,,2021-Q1,4.7652,A,F,
Q,4T,N,771,0,,,,2021-Q2,5.5326,A,F,
Q,4T,N,771,0,,,,2021-Q3,5.4222,A,F,
Q,4T,N,771,0,,,,2021-Q4,5.6185,A,F,
Q,4T,N,771,0,,,,2022-Q1,7.0891,A,F,
Q,4T,N,771,0,,,,2022-Q2,7.4691,A,F,
Q,4T,N,771,0,,,,2022-Q3,8.1244,A,F,
Q,4T,N,771,0,,,,2022-Q4,7.0456,A,F,
Q,4T,N,771,0,,,,2023-Q1,4.8565,A,F,
Q,4T,N,771,0,,,,2023-Q2,4.0621,A,F,
Q,4T,N,771,0,,,,2023-Q3,3.5222,A,F,
Q,4T,N,771,0,,,,2023-Q4,3.3808,A,F,
Q,4T,N,771,0,,,,2024-Q1,4.0828,A,F,
Q,4T,N,771,0,,,,2024-Q2,2.8294,A,F,
Q,4T,N,771,0,,,,2024-Q3,1.4368,A,F,
Q,4T,N,771,0,,,,2024-Q4,1.082,A,F,
Q,4T,N,771,0,,,,2025-Q1,0.9091,A,F,
Q,4T,N,771,0,,,,2025-Q2,1.3438,A,F,
Q,4T,N,771,0,,,,2025-Q3,1.6395,A,F,
Q,4T,N,771,0,,,,2025-Q4,1.4541,A,F,
Q,HU,N,771,0,,,,1991-Q1,14.5965,A,F,
Q,HU,N,771,0,,,,1991-Q2,15.5223,A,F,
Q,HU,N,771,0,,,,1991-Q3,9.203,A,F,
Q,HU,N,771,0,,,,1991-Q4,10.8912,A,F,
Q,HU,N,771,0,,,,1992-Q1,1.599,A,F,
Q,HU,N,771,0,,,,1992-Q2,-0.1612,A,F,
Q,HU,N,771,0,,,,1992-Q3,-2.0139,A,F,
Q,HU,N,771,0,,,,1992-Q4,-4.4224,A,F,
Q,HU,N,771,0,,,,1993-Q1,6.5936,A,F,
Q,HU,N,771,0,,,,1993-Q2,9.5725,A,F,
Q,HU,N,771,0,,,,1993-Q3,6.0113,A,F,
Q,HU,N,771,0,,,,1993-Q4,15.8755,A,F,
Q,HU,N,771,0,,,,1994-Q1,14.4244,A,F,
Q,HU,N,771,0,,,,1994-Q2,18.4783,A,F,
Q,HU,N,771,0,,,,1994-Q3,30.3539,A,F,
Q,HU,N,771,0,,,,1994-Q4,19.3541,A,F,
Q,HU,N,771,0,,,,1995-Q1,17.6614,A,F,
Q,HU,N,771,0,,,,1995-Q2,11.124,A,F,
Q,HU,N,771,0,,,,1995-Q3,4.1441,A,F,
Q,HU,N,771,0,,,,1995-Q4,7.4122,A,F,
Q,HU,N,771,0,,,,1996-Q1,10.183,A,F,
Q,HU,N,771,0,,,,1996-Q2,10.2806,A,F,
Q,HU,N,771,0,,,,1996-Q3,18.8682,A,F,
Q,HU,N,771,0,,,,1996-Q4,20.446,A,F,
Q,HU,N,771,0,,,,1997-Q1,16.425,A,F,
Q,HU,N,771,0,,,,1997-Q2,18.6267,A,F,
Q,HU,N,771,0,,,,1997-Q3,11.5686,A,F,
Q,HU,N,771,0,,,,1997-Q4,6.1331,A,F,
Q,HU,N,771,0,,,,1998-Q1,3.2205,A,F,
Q,HU,N,771,0,,,,1998-Q2,-0.9133,A,F,
Q,HU,N,771,0,,,,1998-Q3,3.2821,A,F,
Q,HU,N,771,0,,,,1998-Q4,5.5931,A,F,
Q,HU,N,771,0,,,,1999-Q1,12.9945,A,F,
Q,HU,N,771,0,,,,1999-Q2,22.518,A,F,
Q,HU,N,771,0,,,,1999-Q3,23.535,A,F,
Q,HU,N,771,0,,,,1999-Q4,26.6792,A,F,
Q,HU,N,771,0,,,,2000-Q1,33.4176,A,F,
Q,HU,N,771,0,,,,2000-Q2,35.251,A,F,
Q,HU,N,771,0,,,,2000-Q3,35.2892,A,F,
Q,HU,N,771,0,,,,2000-Q4,31.2556,A,F,
Q,HU,N,771,0,,,,2001-Q1,25.4312,A,F,
Q,HU,N,771,0,,,,2001-Q2,18.1554,A,F,
Q,HU,N,771,0,,,,2001-Q3,16.7607,A,F,
Q,HU,N,771,0,,,,2001-Q4,19.0228,A,F,
Q,HU,N,771,0,,,,2002-Q1,15.04,A,F,
Q,HU,N,771,0,,,,2002-Q2,16.5842,A,F,
Q,HU,N,771,0,,,,2002-Q3,15.7019,A,F,
Q,HU,N,771,0,,,,2002-Q4,13.4099,A,F,
Q,HU,N,771,0,,,,2003-Q1,20.266,A,F,
Q,HU,N,771,0,,,,2003-Q2,19.7563,A,F,
Q,HU,N,771,0,,,,2003-Q3,17.5266,A,F,
Q,HU,N,771,0,,,,2003-Q4,22.0465,A,F,
Q,HU,N,771,0,,,,2004-Q1,9.8523,A,F,
Q,HU,N,771,0,,,,2004-Q2,8.6743,A,F,
Q,HU,N,771,0,,,,2004-Q3,9.1205,A,F,
Q,HU,N,771,0,,,,2004-Q4,2.7177,A,F,
Q,HU,N,771,0,,,,2005-Q1,4.6261,A,F,
Q,HU,N,771,0,,,,2005-Q2,2.9711,A,F,
Q,HU,N,771,0,,,,2005-Q3,2.1826,A,F,
Q,HU,N,771,0,,,,2005-Q4,2.6982,A,F,
Q,HU,N,771,0,,,,2006-Q1,4.6316,A,F,
Q,HU,N,771,0,,,,2006-Q2,3.4573,A,F,
Q,HU,N,771,0,,,,2006-Q3,4.3473,A,F,
Q,HU,N,771,0,,,,2006-Q4,5.8471,A,F,
Q,HU,N,771,0,,,,2007-Q1,5.8754,A,F,
Q,HU,N,771,0,,,,2007-Q2,7.0153,A,F,
Q,HU,N,771,0,,,,2007-Q3,8.3278,A,F,
Q,HU,N,771,0,,,,2007-Q4,8.6754,A,F,
Q,HU,N,771,0,,,,2008-Q1,5.8947,A,F,
Q,HU,N,771,0,,,,2008-Q2,4.7276,A,F,
Q,HU,N,771,0,,,,2008-Q3,1.087,A,F,
Q,HU,N,771,0,,,,2008-Q4,-1.6667,A,F,
Q,HU,N,771,0,,,,2009-Q1,-0.8946,A,F,
Q,HU,N,771,0,,,,2009-Q2,-5.2012,A,F,
Q,HU,N,771,0,,,,2009-Q3,-7.0381,A,F,
Q,HU,N,771,0,,,,2009-Q4,-7.8764,A,F,
Q,HU,N,771,0,,,,2010-Q1,-5.015,A,F,
Q,HU,N,771,0,,,,2010-Q2,-2.4845,A,F,
Q,HU,N,771,0,,,,2010-Q3,-1.367,A,F,
Q,HU,N,771,0,,,,2010-Q4,-0.4329,A,F,
Q,HU,N,771,0,,,,2011-Q1,-3.1679,A,F,
Q,HU,N,771,0,,,,2011-Q2,-3.397,A,F,
Q,HU,N,771,0,,,,2011-Q3,-4.2644,A,F,
Q,HU,N,771,0,,,,2011-Q4,-2.9348,A,F,
Q,HU,N,771,0,,,,2012-Q1,-1.6358,A,F,
Q,HU,N,771,0,,,,2012-Q2,-4.2857,A,F,
Q,HU,N,771,0,,,,2012-Q3,-3.7862,A,F,
Q,HU,N,771,0,,,,2012-Q4,-5.1512,A,F,
Q,HU,N,771,0,,,,2013-Q1,-5.8758,A,F,
Q,HU,N,771,0,,,,2013-Q2,-2.2962,A,F,
Q,HU,N,771,0,,,,2013-Q3,-1.2731,A,F,
Q,HU,N,771,0,,,,2013-Q4,-0.7084,A,F,
Q,HU,N,771,0,,,,2014-Q1,0.9423,A,F,
Q,HU,N,771,0,,,,2014-Q2,2.8202,A,F,
Q,HU,N,771,0,,,,2014-Q3,4.5721,A,F,
Q,HU,N,771,0,,,,2014-Q4,8.4423,A,F,
Q,HU,N,771,0,,,,2015-Q1,9.2182,A,F,
Q,HU,N,771,0,,,,2015-Q2,12.8,A,F,
Q,HU,N,771,0,,,,2015-Q3,15.583,A,F,
Q,HU,N,771,0,,,,2015-Q4,14.693,A,F,
Q,HU,N,771,0,,,,2016-Q1,16.8716,A,F,
Q,HU,N,771,0,,,,2016-Q2,13.4477,A,F,
Q,HU,N,771,0,,,,2016-Q3,11.7337,A,F,
Q,HU,N,771,0,,,,2016-Q4,11.8053,A,F,
Q,HU,N,771,0,,,,2017-Q1,11.7492,A,F,
Q,HU,N,771,0,,,,2017-Q2,12.0659,A,F,
Q,HU,N,771,0,,,,2017-Q3,12.2239,A,F,
Q,HU,N,771,0,,,,2017-Q4,12.8334,A,F,
Q,HU,N,771,0,,,,2018-Q1,13.3793,A,F,
Q,HU,N,771,0,,,,2018-Q2,13.5608,A,F,
Q,HU,N,771,0,,,,2018-Q3,14.8678,A,F,
Q,HU,N,771,0,,,,2018-Q4,15.4166,A,F,
Q,HU,N,771,0,,,,2019-Q1,19.0476,A,F,
Q,HU,N,771,0,,,,2019-Q2,19.6491,A,F,
Q,HU,N,771,0,,,,2019-Q3,16.633,A,F,
Q,HU,N,771,0,,,,2019-Q4,12.8693,A,F,
Q,HU,N,771,0,,,,2020-Q1,8.303,A,F,
Q,HU,N,771,0,,,,2020-Q2,2.5806,A,F,
Q,HU,N,771,0,,,,2020-Q3,4.8499,A,F,
Q,HU,N,771,0,,,,2020-Q4,4.1885,A,F,
Q,HU,N,771,0,,,,2021-Q1,9.681,A,F,
Q,HU,N,771,0,,,,2021-Q2,16.8668,A,F,
Q,HU,N,771,0,,,,2021-Q3,16.685,A,F,
Q,HU,N,771,0,,,,2021-Q4,22.7806,A,F,
Q,HU,N,771,0,,,,2022-Q1,23.1633,A,F,
Q,HU,N,771,0,,,,2022-Q2,24.8532,A,F,
Q,HU,N,771,0,,,,2022-Q3,24.1151,A,F,
Q,HU,N,771,0,,,,2022-Q4,17.508,A,F,
Q,HU,N,771,0,,,,2023-Q1,11.3505,A,F,
Q,HU,N,771,0,,,,2023-Q2,6.3871,A,F,
Q,HU,N,771,0,,,,2023-Q3,3.6502,A,F,
Q,HU,N,771,0,,,,2023-Q4,7.3529,A,F,
Q,HU,N,771,0,,,,2024-Q1,11.9792,A,F,
Q,HU,N,771,0,,,,2024-Q2,12.8913,A,F,
Q,HU,N,771,0,,,,2024-Q3,13.6464,A,F,
Q,HU,N,771,0,,,,2024-Q4,16.1139,A,F,
Q,HU,N,771,0,,,,2025-Q1,17.907,A,F,
Q,HU,N,771,0,,,,2025-Q2,17.6835,A,F,
Q,HU,N,771,0,,,,2025-Q3,23.2731,A,F,
Q,HU,N,771,0,,,,2025-Q4,22.9121,A,F,
Q,HU,N,771,0,,,,2026-Q1,9.073,A,F,
Q,AU,R,628,0,,,,1970-Q1,31.3066,A,F,
Q,AU,R,628,0,,,,1970-Q2,31.5506,A,F,
Q,AU,R,628,0,,,,1970-Q3,32.1013,A,F,
Q,AU,R,628,0,,,,1970-Q4,32.4367,A,F,
Q,AU,R,628,0,,,,1971-Q1,33.0228,A,F,
Q,AU,R,628,0,,,,1971-Q2,33.4476,A,F,
Q,AU,R,628,0,,,,1971-Q3,33.481,A,F,
Q,AU,R,628,0,,,,1971-Q4,34.1111,A,F,
Q,AU,R,628,0,,,,1972-Q1,34.5306,A,F,
Q,AU,R,628,0,,,,1972-Q2,34.8022,A,F,
Q,AU,R,628,0,,,,1972-Q3,35.1382,A,F,
Q,AU,R,628,0,,,,1972-Q4,36.7062,A,F,
Q,AU,R,628,0,,,,1973-Q1,37.0803,A,F,
Q,AU,R,628,0,,,,1973-Q2,37.9458,A,F,
Q,AU,R,628,0,,,,1973-Q3,39.6809,A,F,
Q,AU,R,628,0,,,,1973-Q4,41.0876,A,F,
Q,AU,R,628,0,,,,1974-Q1,42.4078,A,F,
Q,AU,R,628,0,,,,1974-Q2,42.2173,A,F,
Q,AU,R,628,0,,,,1974-Q3,40.6093,A,F,
Q,AU,R,628,0,,,,1974-Q4,40.163,A,F,
Q,AU,R,628,0,,,,1975-Q1,39.3666,A,F,
Q,AU,R,628,0,,,,1975-Q2,39.7059,A,F,
Q,AU,R,628,0,,,,1975-Q3,40.5704,A,F,
Q,AU,R,628,0,,,,1975-Q4,39.5241,A,F,
Q,AU,R,628,0,,,,1976-Q1,39.8648,A,F,
Q,AU,R,628,0,,,,1976-Q2,39.8785,A,F,
Q,AU,R,628,0,,,,1976-Q3,38.9466,A,F,
Q,AU,R,628,0,,,,1976-Q4,37.9084,A,F,
Q,AU,R,628,0,,,,1977-Q1,38.1009,A,F,
Q,AU,R,628,0,,,,1977-Q2,38.0344,A,F,
Q,AU,R,628,0,,,,1977-Q3,37.4115,A,F,
Q,AU,R,628,0,,,,1977-Q4,37.1898,A,F,
Q,AU,R,628,0,,,,1978-Q1,37.6411,A,F,
Q,AU,R,628,0,,,,1978-Q2,36.8346,A,F,
Q,AU,R,628,0,,,,1978-Q3,36.3476,A,F,
Q,AU,R,628,0,,,,1978-Q4,35.9354,A,F,
Q,AU,R,628,0,,,,1979-Q1,37.2094,A,F,
Q,AU,R,628,0,,,,1979-Q2,38.5412,A,F,
Q,AU,R,628,0,,,,1979-Q3,38.4186,A,F,
Q,AU,R,628,0,,,,1979-Q4,37.9887,A,F,
Q,AU,R,628,0,,,,1980-Q1,38.0706,A,F,
Q,AU,R,628,0,,,,1980-Q2,38.7966,A,F,
Q,AU,R,628,0,,,,1980-Q3,39.4304,A,F,
Q,AU,R,628,0,,,,1980-Q4,39.8631,A,F,
Q,AU,R,628,0,,,,1981-Q1,41.4858,A,F,
Q,AU,R,628,0,,,,1981-Q2,41.9429,A,F,
Q,AU,R,628,0,,,,1981-Q3,40.3063,A,F,
Q,AU,R,628,0,,,,1981-Q4,40.5353,A,F,
Q,AU,R,628,0,,,,1982-Q1,39.3192,A,F,
Q,AU,R,628,0,,,,1982-Q2,39.6284,A,F,
Q,AU,R,628,0,,,,1982-Q3,37.6166,A,F,
Q,AU,R,628,0,,,,1982-Q4,36.3426,A,F,
Q,AU,R,628,0,,,,1983-Q1,36.5359,A,F,
Q,AU,R,628,0,,,,1983-Q2,37.0618,A,F,
Q,AU,R,628,0,,,,1983-Q3,36.2055,A,F,
Q,AU,R,628,0,,,,1983-Q4,36.9361,A,F,
Q,AU,R,628,0,,,,1984-Q1,38.3597,A,F,
Q,AU,R,628,0,,,,1984-Q2,39.1521,A,F,
Q,AU,R,628,0,,,,1984-Q3,40.2274,A,F,
Q,AU,R,628,0,,,,1984-Q4,39.6406,A,F,
Q,AU,R,628,0,,,,1985-Q1,41.1082,A,F,
Q,AU,R,628,0,,,,1985-Q2,40.5561,A,F,
Q,AU,R,628,0,,,,1985-Q3,40.5445,A,F,
Q,AU,R,628,0,,,,1985-Q4,40.3243,A,F,
Q,AU,R,628,0,,,,1986-Q1,40.3183,A,F,
Q,AU,R,628,0,,,,1986-Q2,40.7216,A,F,
Q,AU,R,628,0,,,,1986-Q3,38.5959,A,F,
Q,AU,R,628,0,,,,1986-Q4,37.9862,A,F,
Q,AU,R,628,0,,,,1987-Q1,37.6495,A,F,
Q,AU,R,628,0,,,,1987-Q2,37.4883,A,F,
Q,AU,R,628,0,,,,1987-Q3,37.4805,A,F,
Q,AU,R,628,0,,,,1987-Q4,38.6215,A,F,
Q,AU,R,628,0,,,,1988-Q1,39.6618,A,F,
Q,AU,R,628,0,,,,1988-Q2,41.0255,A,F,
